SKU;Quantidade;Preco;Marca;Descricao
"FL001R00194AOADAF401966";71;523.24;"Fila";"Tênis Fila Striker Masculino Estilo Esportivo Confortável"
"FL001R00194AOADAF411967";72;523.24;"Fila";"Tênis Fila Striker Masculino Estilo Esportivo Confortável"
"FL001R00194AOADAF421968";72;523.24;"Fila";"Tênis Fila Striker Masculino Estilo Esportivo Confortável"
"FL001R00194AOADAF431969";48;523.24;"Fila";"Tênis Fila Striker Masculino Estilo Esportivo Confortável"
"FL001R00194AOADAF441970";24;523.24;"Fila";"Tênis Fila Striker Masculino Estilo Esportivo Confortável"
"FL01TR00024ABADAF371842";0;497.08;"Fila";"Tênis Fila Street Fit  2 Masculino Urbano Retrô Streetwear"
"FL01TR00024ABADAF381843";0;497.08;"Fila";"Tênis Fila Street Fit  2 Masculino Urbano Retrô Streetwear"
"FL01TR00024ABADAF441862";0;497.08;"Fila";"Tênis Fila Street Fit  2 Masculino Urbano Retrô Streetwear"
"FL01TR00065ABAAAV381452";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABAAAV391453";1;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABAAAV401454";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABAAAV411455";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABAAAV421456";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABAAAV431457";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM381640";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM391489";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM401490";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM411491";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM421492";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM431493";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM441638";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ABADAM451639";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ADACAV441451";0;457.85;"Fila";"Tênis Fila Diffusion Masculino Original Corrida Confortável"
"FL01TR00065ADACAV451575";0;349.99;"Fila";"Tênis Fila Maxxi Lite Masculino Adulto Esportivo Confortável"
"FL01TR00083AACFAG381527";0;386.63;"Fila";"Tênis Fila Maxxi Lite Masculino Leve Confortável Original"
"FL01TR00083AACFAG391528";0;386.63;"Fila";"Tênis Fila Maxxi Lite Masculino Leve Confortável Original"
"FL01TR00083AACFAG401529";0;386.63;"Fila";"Tênis Fila Maxxi Lite Masculino Leve Confortável Original"
"FL01TR00083AACFAG411530";0;386.63;"Fila";"Tênis Fila Maxxi Lite Masculino Leve Confortável Original"
"FL01TR00083AACFAG421531";0;386.63;"Fila";"Tênis Fila Maxxi Lite Masculino Leve Confortável Original"
"FL01TR00083ABADAF381470";3;386.63;"Fila";"Tênis Fila Maxxi Lite Masculino Leve Confortável Original"
"FL01TR00088BPAAAG371473";0;392.43;"Fila";"Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original"
"FL01TR00088BPAAAG381474";0;392.43;"Fila";"Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original"
"FL01TR00093AAAEAF391510";0;523.24;"Fila";"Tênis Fila Go Trainer 2 Masculino Caminhada Corrida Original"
"FL01TR00093AAAEAF401511";0;523.24;"Fila";"Tênis Fila Go Trainer 2 Masculino Caminhada Corrida Original"
"FL01TR00093AAAEAF411512";0;523.24;"Fila";"Tênis Fila Go Trainer 2 Masculino Caminhada Corrida Original"
"FL01TR00093AAAEAF421513";0;523.24;"Fila";"Tênis Fila Go Trainer 2 Masculino Caminhada Corrida Original"
"FL01TR00093AAAEAF431514";0;523.24;"Fila";"Tênis Fila Go Trainer 2 Masculino Caminhada Corrida Original"
"FL01TR00102BPAADC381956";19;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC391957";31;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC401958";42;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC411959";42;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC421960";25;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC431961";24;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC441962";17;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00102BPAADC451963";0;392.46;"Fila";"Tênis Fila Freestyle 2 Masculino Esportivo Leve Confortável"
"FL01TR00103AABPCF381532";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF391533";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF401534";1;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF411535";1;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF421536";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF431537";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF441538";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AABPCF451539";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103ABADAE381955";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103ABADAE391633";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103ABADAE401634";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103ABADAE411635";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103ABADAE421636";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103ABADAE431637";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN381661";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN391595";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN401596";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN411597";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN421598";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN431599";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN441653";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00103AEAAAN451654";0;299.99;"Fila";"Tênis Fila Vector Masculino Confortável Estilo Esportivo"
"FL01TR00110AABPAE381948";12;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 38 Br"
"FL01TR00110AABPAE391949";108;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 39 Br"
"FL01TR00110AABPAE401950";180;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 40 Br"
"FL01TR00110AABPAE411951";180;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 41 Br"
"FL01TR00110AABPAE421952";180;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 42 Br"
"FL01TR00110AABPAE431953";60;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 43 Br"
"FL01TR00110AABPAE441954";36;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 44 Br"
"FL01TR00110AABPAE451955";24;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Preto/grafite/cinza 45 Br"
"FL01TR00110ADABAF381950";6;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 38 Br"
"FL01TR00110ADABAF391951";24;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 39 Br"
"FL01TR00110ADABAF401952";48;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 40 Br"
"FL01TR00110ADABAF411953";48;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 41 Br"
"FL01TR00110ADABAF421954";48;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 42 Br"
"FL01TR00110ADABAF431955";12;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 43 Br"
"FL01TR00110ADABAF441956";12;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 44 Br"
"FL01TR00110ADABAF451957";6;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Marinho/branco/vermelho 45 Br"
"FL01TR00110AHAAAV381949";6;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 38 Br"
"FL01TR00110AHAAAV391950";24;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 39 Br"
"FL01TR00110AHAAAV401951";48;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 40 Br"
"FL01TR00110AHAAAV411952";48;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 41 Br"
"FL01TR00110AHAAAV421953";48;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 42 Br"
"FL01TR00110AHAAAV431954";12;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 43 Br"
"FL01TR00110AHAAAV441955";12;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 44 Br"
"FL01TR00110AHAAAV451956";6;559;"Fila";"Tênis Fila Spry Masculino Original Academia Confortável Castor/preto/laranja 45 Br"
"FL02TR00016CQAZAS331471";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00016CQAZAS341472";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00025ABCJAS351504";0;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00025ABCJAS361505";10;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00025ABCJAS371506";0;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00025ABCJAS381507";34;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00025ABCJAS391508";4;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00025ABCJAS401509";5;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00025AGCBCN341846";0;497.08;"Fila";"Tênis Fila Street Fit 2 Feminino Urbano Retrô Streetwear"
"FL02TR00073AACSAE341458";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073AACSAE351459";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073AACSAE361460";10;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073AACSAE371461";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073AACSAE381462";22;386.63;"Fila";"Tênis Feminino Fila Diffusion Preto/cobre/cinza Lisa 38 Br"
"FL02TR00073AACSAE391463";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073AACSAE401494";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ABACCT341579";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ARABAV341540";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ARABAV351541";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ARABAV361542";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ARABAV371543";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ARABAV381544";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00073ARABAV391545";0;386.63;"Fila";"Tênis Fila Diffusion Feminino Original Corrida Confortável"
"FL02TR00098AAARAE341569";5;523.24;"Fila";"Tênis Fila Go Trainer 2 Feminino Esportivo Leve Confortável"
"FL02TR00098AAARAE351570";12;523.24;"Fila";"Tênis Fila Go Trainer 2 Feminino Esportivo Leve Confortável"
"FL02TR00098AAARAE361571";11;523.24;"Fila";"Tênis Fila Go Trainer 2 Feminino Esportivo Leve Confortável"
"FL02TR00098AAARAE371572";10;523.24;"Fila";"Tênis Fila Go Trainer 2 Feminino Esportivo Leve Confortável"
"FL02TR00098AAARAE381573";3;523.24;"Fila";"Tênis Fila Go Trainer 2 Feminino Esportivo Leve Confortável"
"FL02TR00098AAARAE391574";3;523.24;"Fila";"Tênis Fila Go Trainer 2 Feminino Esportivo Leve Confortável"
"FL02TR00099ADASAB341426";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ADASAB351427";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ADASAB361428";3;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ADASAB371429";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ADASAB381430";1;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ADASAB391431";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ADASAB401432";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS341419";10;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS351420";3;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS361421";14;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS371422";1;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS381423";14;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS391424";1;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099ASABCS401425";15;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG341409";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG351410";6;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG361411";1;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG371412";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG381413";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG391414";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00099BPAAAG401887";0;324.88;"Fila";"Tenis Fila Efecto Feminino Caminhada Corrida Mesh Original"
"FL02TR00105AABPAR341804";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105AABPAR351555";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105AABPAR361556";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105AABPAR371557";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105AABPAR381558";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105AABPAR391559";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105AABPAR401560";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105CTAGAN351623";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105CTAGAN361624";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105CTAGAN371625";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105CTAGAN381626";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105CTAGAN391627";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00105CTAGAN401628";0;392.46;"Fila";"Tênis Fila Vector Feminino Esportivo Leve Conforto Diário"
"FL02TR00106ADAKCB341845";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106ADAKCB351521";3;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106ADAKCB361522";2;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106ADAKCB371523";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106ADAKCB381524";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106ADAKCB391525";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106ADAKCB401526";5;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106AGCGCN341464";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106AGCGCN351465";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106AGCGCN361466";7;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
"FL02TR00106AGCGCN371467";0;229;"Fila";"Tênis Fila Freestyle Ii Feminino Esportivo Leve Conforto"
